country,name,period,index,rawval
New Zealand,Non-energy material productivity,2010,50,1.62
New Zealand,Non-energy material productivity,2011,50,1.64
New Zealand,Non-energy material productivity,2012,51,1.66
New Zealand,Non-energy material productivity,2013,49,1.52
New Zealand,Non-energy material productivity,2014,49,1.54
New Zealand,Non-energy material productivity,2015,50,1.6
New Zealand,Non-energy material productivity,2016,50,1.65
New Zealand,Non-energy material productivity,2017,51,1.69
New Zealand,Production-based CO2 productivity,1990,39,3.52
New Zealand,Production-based CO2 productivity,1995,41,3.75
New Zealand,Production-based CO2 productivity,2000,39,3.58
New Zealand,Production-based CO2 productivity,2001,39,3.45
New Zealand,Production-based CO2 productivity,2002,40,3.64
New Zealand,Production-based CO2 productivity,2003,39,3.58
New Zealand,Production-based CO2 productivity,2004,41,3.77
New Zealand,Production-based CO2 productivity,2005,41,3.74
New Zealand,Production-based CO2 productivity,2006,41,3.83
New Zealand,Production-based CO2 productivity,2007,43,4.12
New Zealand,Production-based CO2 productivity,2008,42,3.95
New Zealand,Production-based CO2 productivity,2009,45,4.42
New Zealand,Production-based CO2 productivity,2010,46,4.47
New Zealand,Production-based CO2 productivity,2011,47,4.7
New Zealand,Production-based CO2 productivity,2012,47,4.59
New Zealand,Production-based CO2 productivity,2013,48,4.71
New Zealand,Production-based CO2 productivity,2014,48,4.83
New Zealand,Production-based CO2 productivity,2015,50,5.06
New Zealand,Production-based CO2 productivity,2016,52,5.36
New Zealand,Establishment of an integrated policy/strategy/plan for climate adaptation,2017,0,0
New Zealand,Establishment of an integrated policy/strategy/plan for climate adaptation,2018,100,100
New Zealand,Ocean acidification,1998,100,8.1
New Zealand,Ocean acidification,1999,100,8.09
New Zealand,Ocean acidification,2000,100,8.09
New Zealand,Ocean acidification,2001,100,8.11
New Zealand,Ocean acidification,2002,100,8.1
New Zealand,Ocean acidification,2003,100,8.1
New Zealand,Ocean acidification,2004,100,8.11
New Zealand,Ocean acidification,2005,100,8.09
New Zealand,Ocean acidification,2006,100,8.09
New Zealand,Ocean acidification,2007,100,8.09
New Zealand,Ocean acidification,2008,100,8.1
New Zealand,Ocean acidification,2009,100,8.08
New Zealand,Ocean acidification,2011,100,8.09
New Zealand,Ocean acidification,2012,100,8.07
New Zealand,Ocean acidification,2013,100,8.08
New Zealand,Ocean acidification,2014,100,8.08
New Zealand,Ocean acidification,2015,100,8.07
New Zealand,Ocean acidification,2016,100,8.07
New Zealand,Proportion of total research budget allocated to research in the field of marine technology ,2012,61,60.8
New Zealand,Proportion of total research budget allocated to research in the field of marine technology ,2013,93,93.07
New Zealand,Proportion of total research budget allocated to research in the field of marine technology ,2014,59,58.81
New Zealand,Proportion of total research budget allocated to research in the field of marine technology ,2015,62,61.77
New Zealand,Proportion of total research budget allocated to research in the field of marine technology ,2016,56,56.1
New Zealand,Percentage of marine area protected,2015,100,10
New Zealand,Proportion of fish stocks above a soft limit,2017,84,0.84
New Zealand,Land cover/use,1996,100,6.75
New Zealand,Land cover/use,2001,100,7.47
New Zealand,Land cover/use,2008,100,7.62
New Zealand,Land cover/use,2012,100,7.52
New Zealand,Intensity of use of forest resources,2008,100,0.52
New Zealand,Intensity of use of forest resources,2009,100,0.47
New Zealand,Intensity of use of forest resources,2010,89,0.54
New Zealand,Intensity of use of forest resources,2011,100,0.6
New Zealand,Intensity of use of forest resources,2012,97,0.62
New Zealand,Intensity of use of forest resources,2013,85,0.66
New Zealand,Intensity of use of forest resources,2014,83,0.7
New Zealand,Intensity of use of forest resources,2015,84,0.69
New Zealand,Intensity of use of forest resources,2016,86,0.69
New Zealand,Terrestrial protected areas as a % of total land area,1990,4,24.7
New Zealand,Terrestrial protected areas as a % of total land area,1995,7,25.3
New Zealand,Terrestrial protected areas as a % of total land area,2000,26,28.5
New Zealand,Terrestrial protected areas as a % of total land area,2001,26,28.6
New Zealand,Terrestrial protected areas as a % of total land area,2002,31,29.3
New Zealand,Terrestrial protected areas as a % of total land area,2003,33,29.7
New Zealand,Terrestrial protected areas as a % of total land area,2004,34,29.8
New Zealand,Terrestrial protected areas as a % of total land area,2005,35,30
New Zealand,Terrestrial protected areas as a % of total land area,2006,35,30.1
New Zealand,Terrestrial protected areas as a % of total land area,2007,37,30.4
New Zealand,Terrestrial protected areas as a % of total land area,2008,42,31.2
New Zealand,Terrestrial protected areas as a % of total land area,2009,47,32.1
New Zealand,Terrestrial protected areas as a % of total land area,2010,48,32.2
New Zealand,Terrestrial protected areas as a % of total land area,2011,48,32.3
New Zealand,Terrestrial protected areas as a % of total land area,2012,49,32.5
New Zealand,Terrestrial protected areas as a % of total land area,2013,50,32.6
New Zealand,Terrestrial protected areas as a % of total land area,2014,50,32.6
New Zealand,Terrestrial protected areas as a % of total land area,2015,50,32.6
New Zealand,Terrestrial protected areas as a % of total land area,2016,50,32.6
New Zealand,Terrestrial protected areas as a % of total land area,2017,50,32.6
New Zealand,Terrestrial protected areas as a % of total land area,2018,50,32.6
New Zealand,Rate of death from assault,1996,23,1.9
New Zealand,Rate of death from assault,1997,23,1.9
New Zealand,Rate of death from assault,1998,41,1.5
New Zealand,Rate of death from assault,1999,45,1.4
New Zealand,Rate of death from assault,2000,45,1.4
New Zealand,Rate of death from assault,2001,45,1.4
New Zealand,Rate of death from assault,2002,27,1.8
New Zealand,Rate of death from assault,2003,45,1.4
New Zealand,Rate of death from assault,2004,59,1.1
New Zealand,Rate of death from assault,2005,32,1.7
New Zealand,Rate of death from assault,2006,41,1.5
New Zealand,Rate of death from assault,2007,50,1.3
New Zealand,Rate of death from assault,2008,50,1.3
New Zealand,Rate of death from assault,2009,23,1.9
New Zealand,Rate of death from assault,2010,55,1.2
New Zealand,Rate of death from assault,2011,55,1.2
New Zealand,Rate of death from assault,2012,50,1.3
New Zealand,Rate of death from assault,2013,50,1.3
New Zealand,"Proportion of popn subjected to physical, psychological or sexual violence in the last 12 months ",2005,11,16.9
New Zealand,"Proportion of popn subjected to physical, psychological or sexual violence in the last 12 months ",2008,20,15.5
New Zealand,"Proportion of popn subjected to physical, psychological or sexual violence in the last 12 months ",2013,50,10.4
New Zealand,instances of remand prisoners as a proportion of total offender population,1999,100,15.67
New Zealand,instances of remand prisoners as a proportion of total offender population,2000,100,20.03
New Zealand,instances of remand prisoners as a proportion of total offender population,2001,87,22.96
New Zealand,instances of remand prisoners as a proportion of total offender population,2002,81,24.78
New Zealand,instances of remand prisoners as a proportion of total offender population,2003,65,30.95
New Zealand,instances of remand prisoners as a proportion of total offender population,2004,54,37.37
New Zealand,instances of remand prisoners as a proportion of total offender population,2005,59,33.99
New Zealand,instances of remand prisoners as a proportion of total offender population,2006,49,41.13
New Zealand,instances of remand prisoners as a proportion of total offender population,2007,51,38.93
New Zealand,instances of remand prisoners as a proportion of total offender population,2008,68,29.42
New Zealand,instances of remand prisoners as a proportion of total offender population,2009,77,26.09
New Zealand,instances of remand prisoners as a proportion of total offender population,2010,85,23.47
New Zealand,instances of remand prisoners as a proportion of total offender population,2011,87,23.09
New Zealand,instances of remand prisoners as a proportion of total offender population,2012,89,22.36
New Zealand,instances of remand prisoners as a proportion of total offender population,2013,87,22.95
New Zealand,instances of remand prisoners as a proportion of total offender population,2014,86,23.14
New Zealand,instances of remand prisoners as a proportion of total offender population,2015,77,25.98
New Zealand,instances of remand prisoners as a proportion of total offender population,2016,65,30.58
New Zealand,instances of remand prisoners as a proportion of total offender population,2017,57,34.84
New Zealand,ODA as a percentage of GDP,2008,51,0.26
New Zealand,ODA as a percentage of GDP,2009,51,0.25
New Zealand,ODA as a percentage of GDP,2010,48,0.23
New Zealand,ODA as a percentage of GDP,2011,50,0.25
New Zealand,ODA as a percentage of GDP,2012,51,0.25
New Zealand,ODA as a percentage of GDP,2013,49,0.24
New Zealand,ODA as a percentage of GDP,2014,50,0.25
New Zealand,ODA as a percentage of GDP,2015,50,0.25
New Zealand,ODA as a percentage of GDP,2016,49,0.24
New Zealand,ODA as a percentage of GDP,2017,46,0.21
New Zealand,Broadband penetration rate - subsciptions per 100 inhabitants,2005,0,9
New Zealand,Broadband penetration rate - subsciptions per 100 inhabitants,2006,0,11.7
New Zealand,Broadband penetration rate - subsciptions per 100 inhabitants,2007,2,17.9
New Zealand,Broadband penetration rate - subsciptions per 100 inhabitants,2008,14,21.4
New Zealand,Broadband penetration rate - subsciptions per 100 inhabitants,2009,22,23.8
New Zealand,Broadband penetration rate - subsciptions per 100 inhabitants,2010,29,25.8
New Zealand,Broadband penetration rate - subsciptions per 100 inhabitants,2011,35,27.6
New Zealand,Broadband penetration rate - subsciptions per 100 inhabitants,2012,42,29.6
New Zealand,Broadband penetration rate - subsciptions per 100 inhabitants,2013,46,30.7
New Zealand,Broadband penetration rate - subsciptions per 100 inhabitants,2014,48,31.4
New Zealand,Broadband penetration rate - subsciptions per 100 inhabitants,2015,50,31.9
New Zealand,Broadband penetration rate - subsciptions per 100 inhabitants,2016,54,32.93
New Zealand,Broadband penetration rate - subsciptions per 100 inhabitants,2017,56,33.67
